external_gene_name,T_Penn_3,T_Penn_6,T_Penn_8,T_Penn_9,T_Penn_14,T_Penn_16,T_Penn_27,PT_Penn_15,PT_Penn_17,PT_Penn_18,PT_Penn_24,PT_Penn_25,PT_Penn_28,PT_Penn_4,PT_Penn_10
TRBV7-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A6,1,4,0,0,0,3,1,0,0,0,0,1,0,0,6
CX3CR1,0,13,37,42,10,7,0,14,20,15,2,12,0,2,286
RFX3,0,15,2,20,2,36,2,8,11,1,2,18,0,1,93
MMP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKRF,3,13,3,6,0,15,0,2,6,5,0,10,0,1,27
ZBTB32,0,0,0,4,1,8,0,0,0,0,0,4,0,0,2
PPP1R17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
FDPSP5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SF3B3,8,30,40,56,57,124,1,29,14,11,2,35,0,8,235
EEF1A1P30,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
RP5-1054A22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
BRD7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV3OR2-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-806M20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBBP4,6,38,32,61,10,36,0,21,6,6,2,18,0,5,125
CDAN1,0,1,2,1,0,3,2,1,0,1,0,4,0,0,20
ADGRG2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S1PR2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-331G2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1OR2-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-758P17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-159F24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-284F21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E155P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-758P17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A1P19,12,11,7,27,6,0,1,7,9,9,3,2,0,0,18
LCN1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY6G6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MROH8,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4
CTD-3214H19.12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
RP1-90J20.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIRP2,0,18,2,2,1,2,0,1,3,2,5,20,0,1,43
OR5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TATDN2P2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
PLA2G7,1,4,0,11,4,2,1,1,1,0,0,0,0,0,7
TSSC4,4,18,6,14,10,7,0,1,6,2,1,7,0,5,22
TSPYL1,23,154,44,103,62,71,9,37,31,28,6,43,4,12,195
RP11-179A9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAS2,6,46,14,20,5,15,0,2,7,3,0,8,0,0,53
FOXRED2,0,0,0,2,2,0,0,0,0,1,0,1,0,0,6
GM2A,1,37,6,15,3,11,1,0,2,3,1,18,0,1,91
TMEM181,0,3,5,9,10,20,0,1,1,10,0,8,0,1,67
IRGQ,0,3,12,7,2,18,0,1,13,1,0,4,0,1,34
RPL23AP20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V0E1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB3,0,2,0,0,7,0,0,0,1,0,1,0,0,0,1
ANKRD36BP2,15,12,38,45,33,110,2,30,29,27,11,9,1,1,280
RP11-290P14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-705C15.3,1,0,2,2,1,16,0,1,1,0,0,3,0,0,21
CCDC121,0,1,1,0,8,2,0,0,0,0,0,4,0,0,7
AC005944.2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
AP000692.10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
RP11-60A24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-307C12.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRSF10P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZNF630,0,4,0,1,1,7,0,0,0,1,0,0,0,0,2
PAM,1,15,4,1,0,9,0,3,1,0,0,17,0,0,59
RP11-752G15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-991C1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-457M11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX4I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEM1AP4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HNRNPA1P61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-432I5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF185-AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RP11-603J24.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-570O12.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOCK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL15P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC123886.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC131056.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DHFRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKRYP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-991C1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-256L11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDHR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATG2B,1,19,13,22,7,56,0,11,6,9,0,27,0,1,134
CTC-458A3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK1,1,23,5,27,4,7,0,1,3,6,1,25,0,2,72
RP11-336K24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5P4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-374M1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-297N7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BECN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf50,0,0,10,1,3,2,0,3,2,1,1,6,0,0,28
RP11-336K24.12,0,0,0,5,0,0,0,0,0,0,1,1,0,0,2
DSE,5,59,15,25,3,31,4,18,20,18,4,185,0,2,520
RP11-118M12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2358C21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-304M2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFN1P6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ACTBP8,0,3,0,0,0,0,0,0,0,0,0,1,0,0,11
SPATA21,0,0,0,1,4,0,0,0,2,0,0,2,0,0,4
AC002064.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00667,5,8,2,16,3,13,0,8,2,5,1,4,0,0,24
ATP8A1,2,84,38,33,6,91,0,7,45,28,11,54,2,1,487
OLIG3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PAICSP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-155N3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-124K5.2,0,2,4,1,2,1,0,0,0,1,0,11,0,0,19
RP11-810K23.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXT1,1,21,8,10,0,12,1,3,7,1,0,21,0,1,38
OR52K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5J2LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC226118.1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
ZNF749,2,0,2,1,0,5,0,1,0,4,0,0,0,0,6
ATP6V1E2,0,3,1,3,2,1,0,1,0,4,0,4,0,0,13
RP11-173M1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTMAP3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1
UCK2,3,5,3,7,5,1,0,1,2,1,0,4,0,0,15
PMS2P4,0,1,1,0,0,4,1,0,0,4,0,0,0,0,8
RP11-388E23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-835E18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM136BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND4B,2,38,36,45,14,107,11,4,19,7,2,113,1,4,343
TRAV8-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC3H1-IT1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CTD-3126B10.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ZNF876P,3,1,0,1,0,1,0,0,5,2,0,3,0,0,20
RP3-453C12.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-568J23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPGN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-160H22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-321L2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-388E23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPH3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-91P24.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
GMEB1,15,47,17,36,11,29,2,11,9,4,1,20,1,0,102
AIFM1,6,10,11,4,5,10,0,6,0,4,4,3,0,0,57
RP11-648L3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LINC00387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-325E14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB11,3,2,1,1,4,4,0,1,1,2,0,0,0,0,5
LINC00526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RP3-461P17.10,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
MYEOV2,9,10,8,30,2,8,0,0,1,5,1,3,0,0,19
RP11-166O4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-835E18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-369M3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC141586.5,1,3,2,2,1,14,0,1,8,0,0,11,0,0,25
C14orf39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASH7P,0,8,1,2,1,5,0,0,2,0,0,8,0,0,19
TUBGCP5,1,1,0,1,4,27,1,1,5,4,0,14,0,0,49
RP1-77H15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK2P1,0,3,0,1,0,0,1,0,1,0,0,7,0,0,2
GPATCH11,7,18,20,48,9,40,0,18,8,10,0,4,0,1,111
HSP90AB2P,2,5,5,6,0,3,0,0,0,2,0,1,0,1,10
AJAP1,0,0,2,6,0,9,0,0,1,0,0,9,0,0,0
ART2BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-147D17.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DSTNP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV3L,4,58,30,44,15,81,1,19,28,10,3,34,0,5,237
ZNF287,0,1,4,3,2,2,1,0,0,0,0,0,0,0,4
HGFAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-557J10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2128F4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERF1P5,0,0,4,4,0,0,0,0,0,1,0,0,0,1,0
RP11-474P2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
RP11-57H12.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SNX17,7,51,19,35,15,15,0,14,12,16,2,37,0,6,138
ART2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1C,7,58,17,19,9,20,3,24,6,8,3,78,0,3,228
RP11-298I3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL30P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC106901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM107,2,13,4,8,3,22,5,4,4,2,6,17,1,1,56
RP11-650L12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPEL5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-530C5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-169D4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIRP1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LRRC34P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016903.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARRES2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1
RP11-530C5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2J4,1,0,0,0,0,5,0,0,1,1,0,0,0,0,4
RP11-573M3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCF1,16,107,71,123,56,118,4,30,40,21,15,40,1,13,303
RP11-24M17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMCC1,1,123,46,35,22,28,12,10,52,33,21,36,3,1,125
MTND6P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTB,19,74,32,55,21,40,1,34,30,47,2,26,1,0,165
RP11-230C9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCHFR,1,1,0,0,0,0,0,3,0,1,0,2,0,0,0
CHRNA5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-1127D7.2,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0
RP11-357F12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUT9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
MC3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXO4,4,110,28,95,55,83,1,17,43,29,5,53,9,3,176
AMACR,0,0,0,5,1,1,0,0,0,2,0,2,1,0,1
RP11-57H12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
RP11-2N5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFL1P4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ST13P6,2,7,8,12,2,0,0,1,2,5,1,4,0,0,15
CITED4,1,5,12,0,7,1,2,2,3,1,0,4,4,0,1
NDUFB4P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM207BP,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RP11-459O1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-448D22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-422J15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRS1-AS1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
RP5-1100H13.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-251G23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RHNO1,4,5,11,19,4,0,1,4,4,6,0,4,0,3,28
RP11-78O7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-137K2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC52A1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CTSO,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2
LA16c-60G3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013262.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011524.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-383H3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBX1P2,9,30,21,40,7,3,0,4,4,2,0,1,0,2,61
RP11-230C9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016903.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-458F8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1C-AS2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
RP11-16C1.2,0,0,0,0,0,4,0,1,0,0,0,2,0,0,21
NF1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1C-AS1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
OR7E37P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-481J2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGLN1,20,159,77,84,48,87,6,35,65,46,12,152,1,12,191
RP11-336N8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-356B19.11,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
RP11-481J2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCU,1,58,9,25,23,35,2,17,8,28,11,57,0,0,205
NUP62,3,44,26,22,19,42,0,10,10,8,2,20,0,4,144
KATNBL1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35A5,4,8,0,1,0,5,0,2,1,0,0,7,0,0,34
RP13-225O21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-867G23.4,0,2,0,0,1,1,0,1,0,0,0,0,0,0,7
KCNK9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ADM,1,228,21,1,1,11,0,1,40,27,2,73,0,2,33
RP11-254G11.1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,3
KDELC1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
SRIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-273G15.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POPDC2,0,0,0,0,0,1,0,1,1,1,0,3,0,0,6
TWIST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
RP11-530C5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADARB2,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0
SUCLG2,5,19,20,18,2,37,6,8,4,10,0,13,0,1,110
RP4-781B1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-191L17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAT3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MICAL3,1,4,6,14,10,42,3,4,8,10,0,24,0,2,112
EBP,5,3,1,3,8,5,0,1,0,1,0,1,0,0,19
RP4-758J24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHA1,4,13,3,13,11,680,13,2,8,1,0,8,0,1,173
RP11-253M7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTO-IT1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC009133.17,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5
RP11-498C9.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC004012.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-552M11.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C16orf54,3,286,26,14,14,73,6,8,123,26,43,86,0,0,112
RP11-357N13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1165K10.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-374M1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-357N13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA7,18,109,59,117,80,49,1,56,56,24,23,50,3,18,235
AQP11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
RP11-70C1.1,5,6,0,0,0,2,0,0,1,0,0,1,0,0,1
RP11-44N11.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
RP11-357N13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1GP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRIG1,1,6,1,1,1,7,0,2,1,1,0,4,0,3,15
AC079896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV13-2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
KLK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-169K19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCNL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSH3,9,24,4,38,31,36,0,14,10,11,0,32,0,5,114
SOX15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CTD-2201G16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF126P1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GTF2IP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RP11-645C24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-30E17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-267M23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008746.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISC1,1,7,15,8,4,11,0,11,0,2,0,8,0,1,48
FAM209A,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
NDUFA2,1,20,7,37,18,11,1,2,10,5,2,30,0,0,58
GGCX,0,2,2,7,0,8,0,2,0,0,0,6,0,0,16
PPP2R1A,12,26,33,35,40,60,1,27,25,22,1,36,0,4,146
MTND6P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-648L3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RP13-383K5.4,1,0,1,2,0,0,0,1,0,1,0,0,0,0,2
RP11-131K5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026150.6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2
RP11-159F24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARAF,13,290,37,57,32,214,5,32,100,61,34,95,3,12,375
RP11-1112C15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINS3,0,0,0,1,1,1,0,0,0,0,0,3,0,0,5
RP11-6I2.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-321M21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF35,0,1,5,2,4,2,0,1,1,4,0,1,0,1,10
CTC-529G1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC10,7,60,24,44,20,48,3,15,14,21,2,38,0,4,146
AC093166.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-138A5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-320M2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
RP11-131K5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRP9,9,76,53,81,78,49,1,34,36,25,8,62,0,4,251
RP11-578F21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEN1,1,6,5,14,0,19,0,1,0,1,0,12,0,4,47
RP11-159F24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP62CL,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4
RP11-6I2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01291,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
OR52M2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF708,7,9,26,23,15,56,0,7,3,5,0,23,0,2,89
AMZ2,1,57,36,38,16,45,0,13,11,22,2,18,0,1,110
RP3-347M6.2,1,1,1,2,0,0,0,0,3,0,0,1,0,0,2
H3F3BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-389O22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCYL3,1,9,8,11,3,11,1,6,5,7,0,7,0,0,44
SLC31A1,7,8,4,4,0,8,0,1,5,0,0,1,0,0,46
TMEM209,2,0,3,7,2,5,0,0,0,0,0,10,1,1,31
RP11-95I16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV2OR2-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-463M16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-489C13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC079448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL18,0,2,1,0,0,3,0,1,1,1,0,10,0,0,17
RP11-846F4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-854K16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCAM,0,2,0,13,0,2,1,7,4,4,0,2,0,0,3
SHFM1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYDC2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCDC15,2,24,3,1,3,10,0,0,1,6,4,7,0,1,34
RP11-710E1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEX3C,5,60,44,40,17,37,1,2,18,5,5,22,0,1,100
ZNF521,0,9,1,7,1,4,0,6,0,7,0,6,0,1,6
RP11-179H18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-476B1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013269.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP001595.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR89B,0,0,0,0,2,8,1,1,0,2,0,1,0,0,17
CTB-41I6.1,0,0,3,0,0,0,0,0,0,4,0,2,0,0,5
RP11-548K12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
